Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Status
luminous-optimus-11000,Luminous Optimus 11000+,"<p><strong>Authorized Luminous Dealer</strong> — 100% Genuine with Pan-India Warranty</p>
<h3>Why Optimus High Capacity?</h3>
<p>Luminous Optimus series is engineered for heavy-duty power backup — perfect for larger homes, shops, offices, clinics, and commercial spaces where uninterrupted power is critical.</p>
<ul> <li><strong>Higher load handling</strong> — Run AC, fridge, motor, deep freezer with ease</li> <li><strong>Pure sine wave output</strong> — Safe for sensitive electronics</li> <li><strong>LCD display</strong> — Shows backup time, battery status, load percentage</li> <li><strong>Supports all battery types</strong> — Flat, Tubular, SMF, Lithium</li> <li><strong>Built for Indian conditions</strong> — Wide input voltage range, thermal protection</li> <li><strong>2-Year Luminous Warranty</strong> — Serviced through 500+ authorized service centers pan-India</li>
</ul>
<h3>What's in the Box</h3>
<ul> <li>1 × Optimus 11000+ Inverter unit</li> <li>1 × Warranty card (Luminous official)</li> <li>1 × User manual</li> <li>1 × Battery connection wires (where applicable)</li>
</ul>
<h3>About Garg Electronics</h3>
<p>Garg Electronics is a Brand of Garg Furniture House (GSTIN: 03AFMPK5134N1Z9) — an <strong>authorized online dealer of Luminous Power Technologies</strong>. We dispatch directly from our authorized store in Kotkapura, Punjab with the original Luminous factory seal, warranty card, and complete paperwork. Your warranty is serviced through Luminous's official pan-India network of 500+ service centers.</p>
<h3>Delivery & Payment</h3>
<ul> <li>✓ Pan-India Delivery via Shiprocket</li> <li>✓ Prepaid via Razorpay (UPI / Cards / Netbanking / Wallets / EMI)</li> <li>✓ COD available with 10% advance (balance on delivery)</li> <li>✓ Free shipping on orders above ₹5,000</li>
</ul>
<h3>Installation Support</h3>
<p>Free installation by Luminous's authorized service partner in your city — register your product at luminousindia.com/warranty-registration after delivery.</p>",Luminous,Electronics > Electrical Supplies > Power,Inverters,"Luminous, Authorized Dealer, Inverters, High Capacity Inverters, Genuine Products, Pan-India Warranty",TRUE,Title,Default Title,,,,,LUM-OPTIMUS-11000,15000,shopify,10,deny,manual,93599,109990,TRUE,TRUE,,https://lumprodsta.blob.core.windows.net/prodcontainer/Images/e7ebb4b8-ff4c-4f38-a685-90d977193c15_ccc33c39-8f31-4b83-9047-9c71aa78caf7_Optimus-11000%2B-1.png,1,Luminous Optimus 11000+ - Official Luminous Product,FALSE,Luminous Optimus 11000+ — Authorized Dealer | Garg Electronics,"Buy genuine Luminous Optimus 11000+ online from Garg Electronics, authorized Luminous dealer. Pan-India warranty, free shipping, cash on delivery available. Direct dispatch from authorized store.",Electronics > Electrical Supplies > Power,unisex,adult,LUM-OPTIMUS-11000,new,FALSE,,g,,,TRUE,93599,109990,active
luminous-optimus-3p-15-20-kva,Luminous Optimus 3P 15-20 KVA,"<p><strong>Authorized Luminous Dealer</strong> — 100% Genuine with Pan-India Warranty</p>
<h3>Why Optimus High Capacity?</h3>
<p>Luminous Optimus series is engineered for heavy-duty power backup — perfect for larger homes, shops, offices, clinics, and commercial spaces where uninterrupted power is critical.</p>
<ul> <li><strong>Higher load handling</strong> — Run AC, fridge, motor, deep freezer with ease</li> <li><strong>Pure sine wave output</strong> — Safe for sensitive electronics</li> <li><strong>LCD display</strong> — Shows backup time, battery status, load percentage</li> <li><strong>Supports all battery types</strong> — Flat, Tubular, SMF, Lithium</li> <li><strong>Built for Indian conditions</strong> — Wide input voltage range, thermal protection</li> <li><strong>2-Year Luminous Warranty</strong> — Serviced through 500+ authorized service centers pan-India</li>
</ul>
<h3>What's in the Box</h3>
<ul> <li>1 × Optimus 3P 15-20 KVA Inverter unit</li> <li>1 × Warranty card (Luminous official)</li> <li>1 × User manual</li> <li>1 × Battery connection wires (where applicable)</li>
</ul>
<h3>About Garg Electronics</h3>
<p>Garg Electronics is a Brand of Garg Furniture House (GSTIN: 03AFMPK5134N1Z9) — an <strong>authorized online dealer of Luminous Power Technologies</strong>. We dispatch directly from our authorized store in Kotkapura, Punjab with the original Luminous factory seal, warranty card, and complete paperwork. Your warranty is serviced through Luminous's official pan-India network of 500+ service centers.</p>
<h3>Delivery & Payment</h3>
<ul> <li>✓ Pan-India Delivery via Shiprocket</li> <li>✓ Prepaid via Razorpay (UPI / Cards / Netbanking / Wallets / EMI)</li> <li>✓ COD available with 10% advance (balance on delivery)</li> <li>✓ Free shipping on orders above ₹5,000</li>
</ul>
<h3>Installation Support</h3>
<p>Free installation by Luminous's authorized service partner in your city — register your product at luminousindia.com/warranty-registration after delivery.</p>",Luminous,Electronics > Electrical Supplies > Power,Inverters,"Luminous, Authorized Dealer, Inverters, High Capacity Inverters, Genuine Products, Pan-India Warranty",TRUE,Title,Default Title,,,,,LUM-OPTIMUS-3P-15-20-KVA,15000,shopify,10,deny,manual,190750,199999,TRUE,TRUE,,https://lumprodsta.blob.core.windows.net/prodcontainer/Images/60c60cc3-2e4f-4d35-9c6f-05e7aa0a231d_Optimus-3P-1.png,1,Luminous Optimus 3P 15-20 KVA - Official Luminous Product,FALSE,Luminous Optimus 3P 15-20 KVA — Authorized Dealer | Garg Electronics,"Buy genuine Luminous Optimus 3P 15-20 KVA online from Garg Electronics, authorized Luminous dealer. Pan-India warranty, free shipping, cash on delivery available. Direct dispatch from authorized store.",Electronics > Electrical Supplies > Power,unisex,adult,LUM-OPTIMUS-3P-15-20-KVA,new,FALSE,,g,,,TRUE,190750,199999,active
luminous-rc-15000-pro,Luminous RC 15000 Pro,"<p><strong>Authorized Luminous Dealer</strong> — 100% Genuine with Pan-India Warranty</p>
<h3>Why Red Charge PRO?</h3>
<p>Luminous Red Charge PRO is the trusted choice of 11+ million Indian families. Advanced tubular technology delivers long backup, long life, and reliable performance even in extreme conditions.</p>
<ul> <li><strong>Tubular Technology</strong> — Longer life, deeper discharge</li> <li><strong>BIS Certified</strong> — Quality assured</li> <li><strong>Low maintenance</strong> — Easy topping-up once every 6-9 months</li> <li><strong>Strong grid design</strong> — Resists corrosion in Indian climate</li> <li><strong>Long backup time</strong> — Optimized for frequent power cuts</li> <li><strong>36-60 Months Warranty</strong> (as per model)</li>
</ul>
<h3>Battery Type</h3>
<p>Tall Tubular (TT) / Short Tubular (ST) Lead-Acid Inverter Battery</p>
<h3>What's in the Box</h3>
<ul> <li>1 × RC 15000 Pro Battery</li> <li>1 × Warranty card (Luminous official)</li> <li>1 × User manual</li>
</ul>
<h3>About Garg Electronics</h3>
<p>Garg Electronics is a Brand of Garg Furniture House (GSTIN: 03AFMPK5134N1Z9) — an <strong>authorized online dealer of Luminous Power Technologies</strong>. We dispatch directly from our authorized store in Kotkapura, Punjab with the original Luminous factory seal, warranty card, and complete paperwork. Your warranty is serviced through Luminous's official pan-India network of 500+ service centers.</p>
<h3>Delivery & Payment</h3>
<ul> <li>✓ Pan-India Delivery via Shiprocket</li> <li>✓ Prepaid via Razorpay (UPI / Cards / Netbanking / Wallets / EMI)</li> <li>✓ COD available with 10% advance (balance on delivery)</li> <li>✓ Free shipping on orders above ₹5,000</li>
</ul>
<h3>Installation Support</h3>
<p>Free installation by Luminous's authorized service partner in your city — register your product at luminousindia.com/warranty-registration after delivery.</p>",Luminous,Electronics > Electrical Supplies > Batteries,Batteries,"Luminous, Authorized Dealer, Batteries, Red Charge PRO, Genuine Products, Pan-India Warranty",TRUE,Title,Default Title,,,,,LUM-RC-15000-PRO,25000,shopify,10,deny,manual,13800,,TRUE,TRUE,,https://lumprodsta.blob.core.windows.net/prodcontainer/Images/df8bfc2a-2b91-4a73-948a-1e82e36b09dd_Red-Charge-Pro-15000-1.png,1,Luminous RC 15000 Pro - Official Luminous Product,FALSE,Luminous RC 15000 Pro — Authorized Dealer | Garg Electronics,"Buy genuine Luminous RC 15000 Pro online from Garg Electronics, authorized Luminous dealer. Pan-India warranty, free shipping, cash on delivery available. Direct dispatch from authorized store.",Electronics > Electrical Supplies > Batteries,unisex,adult,LUM-RC-15000-PRO,new,FALSE,,g,,,TRUE,13800,,active
luminous-rc-16000-pro,Luminous RC 16000 Pro,"<p><strong>Authorized Luminous Dealer</strong> — 100% Genuine with Pan-India Warranty</p>
<h3>Why Red Charge PRO?</h3>
<p>Luminous Red Charge PRO is the trusted choice of 11+ million Indian families. Advanced tubular technology delivers long backup, long life, and reliable performance even in extreme conditions.</p>
<ul> <li><strong>Tubular Technology</strong> — Longer life, deeper discharge</li> <li><strong>BIS Certified</strong> — Quality assured</li> <li><strong>Low maintenance</strong> — Easy topping-up once every 6-9 months</li> <li><strong>Strong grid design</strong> — Resists corrosion in Indian climate</li> <li><strong>Long backup time</strong> — Optimized for frequent power cuts</li> <li><strong>36-60 Months Warranty</strong> (as per model)</li>
</ul>
<h3>Battery Type</h3>
<p>Tall Tubular (TT) / Short Tubular (ST) Lead-Acid Inverter Battery</p>
<h3>What's in the Box</h3>
<ul> <li>1 × RC 16000 Pro Battery</li> <li>1 × Warranty card (Luminous official)</li> <li>1 × User manual</li>
</ul>
<h3>About Garg Electronics</h3>
<p>Garg Electronics is a Brand of Garg Furniture House (GSTIN: 03AFMPK5134N1Z9) — an <strong>authorized online dealer of Luminous Power Technologies</strong>. We dispatch directly from our authorized store in Kotkapura, Punjab with the original Luminous factory seal, warranty card, and complete paperwork. Your warranty is serviced through Luminous's official pan-India network of 500+ service centers.</p>
<h3>Delivery & Payment</h3>
<ul> <li>✓ Pan-India Delivery via Shiprocket</li> <li>✓ Prepaid via Razorpay (UPI / Cards / Netbanking / Wallets / EMI)</li> <li>✓ COD available with 10% advance (balance on delivery)</li> <li>✓ Free shipping on orders above ₹5,000</li>
</ul>
<h3>Installation Support</h3>
<p>Free installation by Luminous's authorized service partner in your city — register your product at luminousindia.com/warranty-registration after delivery.</p>",Luminous,Electronics > Electrical Supplies > Batteries,Batteries,"Luminous, Authorized Dealer, Batteries, Red Charge PRO, Genuine Products, Pan-India Warranty",TRUE,Title,Default Title,,,,,LUM-RC-16000-PRO,25000,shopify,10,deny,manual,14600,,TRUE,TRUE,,https://lumprodsta.blob.core.windows.net/prodcontainer/Images/3c01e6d6-dd53-43fe-9b94-66db46fe7e22_Red-Charge-Pro-16000-1.png,1,Luminous RC 16000 Pro - Official Luminous Product,FALSE,Luminous RC 16000 Pro — Authorized Dealer | Garg Electronics,"Buy genuine Luminous RC 16000 Pro online from Garg Electronics, authorized Luminous dealer. Pan-India warranty, free shipping, cash on delivery available. Direct dispatch from authorized store.",Electronics > Electrical Supplies > Batteries,unisex,adult,LUM-RC-16000-PRO,new,FALSE,,g,,,TRUE,14600,,active
luminous-rc-18000st,Luminous RC 18000ST,"<p><strong>Authorized Luminous Dealer</strong> — 100% Genuine with Pan-India Warranty</p>
<h3>Why Red Charge PRO?</h3>
<p>Luminous Red Charge PRO is the trusted choice of 11+ million Indian families. Advanced tubular technology delivers long backup, long life, and reliable performance even in extreme conditions.</p>
<ul> <li><strong>Tubular Technology</strong> — Longer life, deeper discharge</li> <li><strong>BIS Certified</strong> — Quality assured</li> <li><strong>Low maintenance</strong> — Easy topping-up once every 6-9 months</li> <li><strong>Strong grid design</strong> — Resists corrosion in Indian climate</li> <li><strong>Long backup time</strong> — Optimized for frequent power cuts</li> <li><strong>36-60 Months Warranty</strong> (as per model)</li>
</ul>
<h3>Battery Type</h3>
<p>Tall Tubular (TT) / Short Tubular (ST) Lead-Acid Inverter Battery</p>
<h3>What's in the Box</h3>
<ul> <li>1 × RC 18000ST Battery</li> <li>1 × Warranty card (Luminous official)</li> <li>1 × User manual</li>
</ul>
<h3>About Garg Electronics</h3>
<p>Garg Electronics is a Brand of Garg Furniture House (GSTIN: 03AFMPK5134N1Z9) — an <strong>authorized online dealer of Luminous Power Technologies</strong>. We dispatch directly from our authorized store in Kotkapura, Punjab with the original Luminous factory seal, warranty card, and complete paperwork. Your warranty is serviced through Luminous's official pan-India network of 500+ service centers.</p>
<h3>Delivery & Payment</h3>
<ul> <li>✓ Pan-India Delivery via Shiprocket</li> <li>✓ Prepaid via Razorpay (UPI / Cards / Netbanking / Wallets / EMI)</li> <li>✓ COD available with 10% advance (balance on delivery)</li> <li>✓ Free shipping on orders above ₹5,000</li>
</ul>
<h3>Installation Support</h3>
<p>Free installation by Luminous's authorized service partner in your city — register your product at luminousindia.com/warranty-registration after delivery.</p>",Luminous,Electronics > Electrical Supplies > Batteries,Batteries,"Luminous, Authorized Dealer, Batteries, Red Charge PRO, Genuine Products, Pan-India Warranty",TRUE,Title,Default Title,,,,,LUM-RC-18000ST,25000,shopify,10,deny,manual,16700,,TRUE,TRUE,,https://lumprodsta.blob.core.windows.net/prodcontainer/Images/a9651aa2-8842-4674-abd2-5706da96c5f3_1%20%283%29.png,1,Luminous RC 18000ST - Official Luminous Product,FALSE,Luminous RC 18000ST — Authorized Dealer | Garg Electronics,"Buy genuine Luminous RC 18000ST online from Garg Electronics, authorized Luminous dealer. Pan-India warranty, free shipping, cash on delivery available. Direct dispatch from authorized store.",Electronics > Electrical Supplies > Batteries,unisex,adult,LUM-RC-18000ST,new,FALSE,,g,,,TRUE,16700,,active
luminous-rc-18000,Luminous RC 18000,"<p><strong>Authorized Luminous Dealer</strong> — 100% Genuine with Pan-India Warranty</p>
<h3>Why Red Charge PRO?</h3>
<p>Luminous Red Charge PRO is the trusted choice of 11+ million Indian families. Advanced tubular technology delivers long backup, long life, and reliable performance even in extreme conditions.</p>
<ul> <li><strong>Tubular Technology</strong> — Longer life, deeper discharge</li> <li><strong>BIS Certified</strong> — Quality assured</li> <li><strong>Low maintenance</strong> — Easy topping-up once every 6-9 months</li> <li><strong>Strong grid design</strong> — Resists corrosion in Indian climate</li> <li><strong>Long backup time</strong> — Optimized for frequent power cuts</li> <li><strong>36-60 Months Warranty</strong> (as per model)</li>
</ul>
<h3>Battery Type</h3>
<p>Tall Tubular (TT) / Short Tubular (ST) Lead-Acid Inverter Battery</p>
<h3>What's in the Box</h3>
<ul> <li>1 × RC 18000 Battery</li> <li>1 × Warranty card (Luminous official)</li> <li>1 × User manual</li>
</ul>
<h3>About Garg Electronics</h3>
<p>Garg Electronics is a Brand of Garg Furniture House (GSTIN: 03AFMPK5134N1Z9) — an <strong>authorized online dealer of Luminous Power Technologies</strong>. We dispatch directly from our authorized store in Kotkapura, Punjab with the original Luminous factory seal, warranty card, and complete paperwork. Your warranty is serviced through Luminous's official pan-India network of 500+ service centers.</p>
<h3>Delivery & Payment</h3>
<ul> <li>✓ Pan-India Delivery via Shiprocket</li> <li>✓ Prepaid via Razorpay (UPI / Cards / Netbanking / Wallets / EMI)</li> <li>✓ COD available with 10% advance (balance on delivery)</li> <li>✓ Free shipping on orders above ₹5,000</li>
</ul>
<h3>Installation Support</h3>
<p>Free installation by Luminous's authorized service partner in your city — register your product at luminousindia.com/warranty-registration after delivery.</p>",Luminous,Electronics > Electrical Supplies > Batteries,Batteries,"Luminous, Authorized Dealer, Batteries, Red Charge PRO, Genuine Products, Pan-India Warranty",TRUE,Title,Default Title,,,,,LUM-RC-18000,25000,shopify,10,deny,manual,16900,,TRUE,TRUE,,https://lumprodsta.blob.core.windows.net/prodcontainer/Images/06528793-0fd9-4717-9f49-8416c62f8350_RC%2018000%20battery-1.png,1,Luminous RC 18000 - Official Luminous Product,FALSE,Luminous RC 18000 — Authorized Dealer | Garg Electronics,"Buy genuine Luminous RC 18000 online from Garg Electronics, authorized Luminous dealer. Pan-India warranty, free shipping, cash on delivery available. Direct dispatch from authorized store.",Electronics > Electrical Supplies > Batteries,unisex,adult,LUM-RC-18000,new,FALSE,,g,,,TRUE,16900,,active
luminous-rc-18000st-pro,Luminous RC 18000ST Pro,"<p><strong>Authorized Luminous Dealer</strong> — 100% Genuine with Pan-India Warranty</p>
<h3>Why Red Charge PRO?</h3>
<p>Luminous Red Charge PRO is the trusted choice of 11+ million Indian families. Advanced tubular technology delivers long backup, long life, and reliable performance even in extreme conditions.</p>
<ul> <li><strong>Tubular Technology</strong> — Longer life, deeper discharge</li> <li><strong>BIS Certified</strong> — Quality assured</li> <li><strong>Low maintenance</strong> — Easy topping-up once every 6-9 months</li> <li><strong>Strong grid design</strong> — Resists corrosion in Indian climate</li> <li><strong>Long backup time</strong> — Optimized for frequent power cuts</li> <li><strong>36-60 Months Warranty</strong> (as per model)</li>
</ul>
<h3>Battery Type</h3>
<p>Tall Tubular (TT) / Short Tubular (ST) Lead-Acid Inverter Battery</p>
<h3>What's in the Box</h3>
<ul> <li>1 × RC 18000ST Pro Battery</li> <li>1 × Warranty card (Luminous official)</li> <li>1 × User manual</li>
</ul>
<h3>About Garg Electronics</h3>
<p>Garg Electronics is a Brand of Garg Furniture House (GSTIN: 03AFMPK5134N1Z9) — an <strong>authorized online dealer of Luminous Power Technologies</strong>. We dispatch directly from our authorized store in Kotkapura, Punjab with the original Luminous factory seal, warranty card, and complete paperwork. Your warranty is serviced through Luminous's official pan-India network of 500+ service centers.</p>
<h3>Delivery & Payment</h3>
<ul> <li>✓ Pan-India Delivery via Shiprocket</li> <li>✓ Prepaid via Razorpay (UPI / Cards / Netbanking / Wallets / EMI)</li> <li>✓ COD available with 10% advance (balance on delivery)</li> <li>✓ Free shipping on orders above ₹5,000</li>
</ul>
<h3>Installation Support</h3>
<p>Free installation by Luminous's authorized service partner in your city — register your product at luminousindia.com/warranty-registration after delivery.</p>",Luminous,Electronics > Electrical Supplies > Batteries,Batteries,"Luminous, Authorized Dealer, Batteries, Red Charge PRO, Genuine Products, Pan-India Warranty",TRUE,Title,Default Title,,,,,LUM-RC-18000ST-PRO,25000,shopify,10,deny,manual,17200,,TRUE,TRUE,,https://lumprodsta.blob.core.windows.net/prodcontainer/Images/b312e879-86e8-488e-8fed-1d1d66b15c25_Red-Charge-18000ST-PRO-1.png,1,Luminous RC 18000ST Pro - Official Luminous Product,FALSE,Luminous RC 18000ST Pro — Authorized Dealer | Garg Electronics,"Buy genuine Luminous RC 18000ST Pro online from Garg Electronics, authorized Luminous dealer. Pan-India warranty, free shipping, cash on delivery available. Direct dispatch from authorized store.",Electronics > Electrical Supplies > Batteries,unisex,adult,LUM-RC-18000ST-PRO,new,FALSE,,g,,,TRUE,17200,,active
luminous-rc-18000-pro,Luminous RC 18000 Pro,"<p><strong>Authorized Luminous Dealer</strong> — 100% Genuine with Pan-India Warranty</p>
<h3>Why Red Charge PRO?</h3>
<p>Luminous Red Charge PRO is the trusted choice of 11+ million Indian families. Advanced tubular technology delivers long backup, long life, and reliable performance even in extreme conditions.</p>
<ul> <li><strong>Tubular Technology</strong> — Longer life, deeper discharge</li> <li><strong>BIS Certified</strong> — Quality assured</li> <li><strong>Low maintenance</strong> — Easy topping-up once every 6-9 months</li> <li><strong>Strong grid design</strong> — Resists corrosion in Indian climate</li> <li><strong>Long backup time</strong> — Optimized for frequent power cuts</li> <li><strong>36-60 Months Warranty</strong> (as per model)</li>
</ul>
<h3>Battery Type</h3>
<p>Tall Tubular (TT) / Short Tubular (ST) Lead-Acid Inverter Battery</p>
<h3>What's in the Box</h3>
<ul> <li>1 × RC 18000 Pro Battery</li> <li>1 × Warranty card (Luminous official)</li> <li>1 × User manual</li>
</ul>
<h3>About Garg Electronics</h3>
<p>Garg Electronics is a Brand of Garg Furniture House (GSTIN: 03AFMPK5134N1Z9) — an <strong>authorized online dealer of Luminous Power Technologies</strong>. We dispatch directly from our authorized store in Kotkapura, Punjab with the original Luminous factory seal, warranty card, and complete paperwork. Your warranty is serviced through Luminous's official pan-India network of 500+ service centers.</p>
<h3>Delivery & Payment</h3>
<ul> <li>✓ Pan-India Delivery via Shiprocket</li> <li>✓ Prepaid via Razorpay (UPI / Cards / Netbanking / Wallets / EMI)</li> <li>✓ COD available with 10% advance (balance on delivery)</li> <li>✓ Free shipping on orders above ₹5,000</li>
</ul>
<h3>Installation Support</h3>
<p>Free installation by Luminous's authorized service partner in your city — register your product at luminousindia.com/warranty-registration after delivery.</p>",Luminous,Electronics > Electrical Supplies > Batteries,Batteries,"Luminous, Authorized Dealer, Batteries, Red Charge PRO, Genuine Products, Pan-India Warranty",TRUE,Title,Default Title,,,,,LUM-RC-18000-PRO,25000,shopify,10,deny,manual,17400,,TRUE,TRUE,,https://lumprodsta.blob.core.windows.net/prodcontainer/Images/e21c0a0f-8203-4d27-90f3-cd0f59dad441_1.png,1,Luminous RC 18000 Pro - Official Luminous Product,FALSE,Luminous RC 18000 Pro — Authorized Dealer | Garg Electronics,"Buy genuine Luminous RC 18000 Pro online from Garg Electronics, authorized Luminous dealer. Pan-India warranty, free shipping, cash on delivery available. Direct dispatch from authorized store.",Electronics > Electrical Supplies > Batteries,unisex,adult,LUM-RC-18000-PRO,new,FALSE,,g,,,TRUE,17400,,active
luminous-rc-24000-pro,Luminous RC 24000 Pro,"<p><strong>Authorized Luminous Dealer</strong> — 100% Genuine with Pan-India Warranty</p>
<h3>Why Red Charge PRO?</h3>
<p>Luminous Red Charge PRO is the trusted choice of 11+ million Indian families. Advanced tubular technology delivers long backup, long life, and reliable performance even in extreme conditions.</p>
<ul> <li><strong>Tubular Technology</strong> — Longer life, deeper discharge</li> <li><strong>BIS Certified</strong> — Quality assured</li> <li><strong>Low maintenance</strong> — Easy topping-up once every 6-9 months</li> <li><strong>Strong grid design</strong> — Resists corrosion in Indian climate</li> <li><strong>Long backup time</strong> — Optimized for frequent power cuts</li> <li><strong>36-60 Months Warranty</strong> (as per model)</li>
</ul>
<h3>Battery Type</h3>
<p>Tall Tubular (TT) / Short Tubular (ST) Lead-Acid Inverter Battery</p>
<h3>What's in the Box</h3>
<ul> <li>1 × RC 24000 Pro Battery</li> <li>1 × Warranty card (Luminous official)</li> <li>1 × User manual</li>
</ul>
<h3>About Garg Electronics</h3>
<p>Garg Electronics is a Brand of Garg Furniture House (GSTIN: 03AFMPK5134N1Z9) — an <strong>authorized online dealer of Luminous Power Technologies</strong>. We dispatch directly from our authorized store in Kotkapura, Punjab with the original Luminous factory seal, warranty card, and complete paperwork. Your warranty is serviced through Luminous's official pan-India network of 500+ service centers.</p>
<h3>Delivery & Payment</h3>
<ul> <li>✓ Pan-India Delivery via Shiprocket</li> <li>✓ Prepaid via Razorpay (UPI / Cards / Netbanking / Wallets / EMI)</li> <li>✓ COD available with 10% advance (balance on delivery)</li> <li>✓ Free shipping on orders above ₹5,000</li>
</ul>
<h3>Installation Support</h3>
<p>Free installation by Luminous's authorized service partner in your city — register your product at luminousindia.com/warranty-registration after delivery.</p>",Luminous,Electronics > Electrical Supplies > Batteries,Batteries,"Luminous, Authorized Dealer, Batteries, Red Charge PRO, Genuine Products, Pan-India Warranty",TRUE,Title,Default Title,,,,,LUM-RC-24000-PRO,25000,shopify,10,deny,manual,19900,,TRUE,TRUE,,https://lumprodsta.blob.core.windows.net/prodcontainer/Images/427c329b-2681-4c7c-abbb-1b56e0c70909_Red-Charge-Pro-24000-1.png,1,Luminous RC 24000 Pro - Official Luminous Product,FALSE,Luminous RC 24000 Pro — Authorized Dealer | Garg Electronics,"Buy genuine Luminous RC 24000 Pro online from Garg Electronics, authorized Luminous dealer. Pan-India warranty, free shipping, cash on delivery available. Direct dispatch from authorized store.",Electronics > Electrical Supplies > Batteries,unisex,adult,LUM-RC-24000-PRO,new,FALSE,,g,,,TRUE,19900,,active
luminous-rc-25000-pro,Luminous RC 25000 Pro,"<p><strong>Authorized Luminous Dealer</strong> — 100% Genuine with Pan-India Warranty</p>
<h3>Why Red Charge PRO?</h3>
<p>Luminous Red Charge PRO is the trusted choice of 11+ million Indian families. Advanced tubular technology delivers long backup, long life, and reliable performance even in extreme conditions.</p>
<ul> <li><strong>Tubular Technology</strong> — Longer life, deeper discharge</li> <li><strong>BIS Certified</strong> — Quality assured</li> <li><strong>Low maintenance</strong> — Easy topping-up once every 6-9 months</li> <li><strong>Strong grid design</strong> — Resists corrosion in Indian climate</li> <li><strong>Long backup time</strong> — Optimized for frequent power cuts</li> <li><strong>36-60 Months Warranty</strong> (as per model)</li>
</ul>
<h3>Battery Type</h3>
<p>Tall Tubular (TT) / Short Tubular (ST) Lead-Acid Inverter Battery</p>
<h3>What's in the Box</h3>
<ul> <li>1 × RC 25000 Pro Battery</li> <li>1 × Warranty card (Luminous official)</li> <li>1 × User manual</li>
</ul>
<h3>About Garg Electronics</h3>
<p>Garg Electronics is a Brand of Garg Furniture House (GSTIN: 03AFMPK5134N1Z9) — an <strong>authorized online dealer of Luminous Power Technologies</strong>. We dispatch directly from our authorized store in Kotkapura, Punjab with the original Luminous factory seal, warranty card, and complete paperwork. Your warranty is serviced through Luminous's official pan-India network of 500+ service centers.</p>
<h3>Delivery & Payment</h3>
<ul> <li>✓ Pan-India Delivery via Shiprocket</li> <li>✓ Prepaid via Razorpay (UPI / Cards / Netbanking / Wallets / EMI)</li> <li>✓ COD available with 10% advance (balance on delivery)</li> <li>✓ Free shipping on orders above ₹5,000</li>
</ul>
<h3>Installation Support</h3>
<p>Free installation by Luminous's authorized service partner in your city — register your product at luminousindia.com/warranty-registration after delivery.</p>",Luminous,Electronics > Electrical Supplies > Batteries,Batteries,"Luminous, Authorized Dealer, Batteries, Red Charge PRO, Genuine Products, Pan-India Warranty",TRUE,Title,Default Title,,,,,LUM-RC-25000-PRO,25000,shopify,10,deny,manual,21500,,TRUE,TRUE,,https://lumprodsta.blob.core.windows.net/prodcontainer/Images/563a0103-5849-4b24-89aa-1ed364ea7433_Red-Charge-Pro-25000-1.png,1,Luminous RC 25000 Pro - Official Luminous Product,FALSE,Luminous RC 25000 Pro — Authorized Dealer | Garg Electronics,"Buy genuine Luminous RC 25000 Pro online from Garg Electronics, authorized Luminous dealer. Pan-India warranty, free shipping, cash on delivery available. Direct dispatch from authorized store.",Electronics > Electrical Supplies > Batteries,unisex,adult,LUM-RC-25000-PRO,new,FALSE,,g,,,TRUE,21500,,active
